book name,charts,macros,input,errors,boolean,dates,real,integer,string,blank,referenced,formula,errors,boolean,dates,real,integer,string,blank,referencing,referenced,sumif,countif,choose,hlookup,index,indirect,lookup,match,offset,if,Problem cells,Problem Book,
Database.xls.10,No,No,9,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
TEXTBOOK_INVENTORY_FORM.xls,No,No,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
gpa_calculator.xls,No,No,10,0,0,0,0,4,6,0,4,80,0,0,0,39,41,0,0,80,40,0,0,0,0,0,0,0,0,0,0,0,No,different
InvntryFrm.xls,No,No,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
PoolApplicantDatabase.xls,No,No,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
SortingNetwork.xls,No,No,12,0,0,1,0,4,7,0,4,24,0,0,0,0,24,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,No,different
HWork_04.xls.1,Yes,No,12,0,0,0,1,3,8,0,4,48,0,0,0,2,46,0,0,48,45,0,0,0,0,0,0,0,0,0,0,0,No,different
5%20-%20Textbook%20In#A89AB.xls,No,No,12,0,0,0,0,0,12,0,0,52,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
PCSoftwareInventoryRe#A7C8E.xls,No,No,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
rundown.xls,Yes,No,12,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Workbook6,No,No,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
140%20-%20MR%20Financ#A7B27.xls,No,No,13,0,0,0,0,0,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Fine%20Arts%20Master%#A855C.xls,No,No,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Frankie_Gulledge_MIS-#A8ED6.xls,No,Yes,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Workbook2,No,No,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Buying and selling.xls,No,No,14,0,0,0,0,0,14,0,0,18,0,0,0,0,18,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0,No,different
template.xls.1,No,No,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Minor%20Inv%20Template.xls,No,No,15,0,0,0,0,0,15,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Project%20Financial%2#A8AD9.xls,No,No,15,0,0,0,0,0,15,0,2,6,0,0,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,No,different
sgfo_database.xls,No,No,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
AIA.XLS,No,No,16,0,0,0,0,0,16,0,0,34,0,0,0,0,3,0,31,34,2,0,0,0,0,0,0,0,0,0,31,0,No,different
sample.xls,No,No,16,0,0,0,5,2,9,0,7,95,0,0,0,60,35,0,0,95,89,0,0,0,0,0,0,0,0,0,0,0,No,different
Software_inventory_sheet.xls,No,No,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Project%20Animal%20In#A7C20.xls,No,No,17,0,0,0,0,0,17,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,No,different
equip.templ.xls,No,No,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
F03LHGrades.xls,No,No,17,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
facilityform.xls,No,No,17,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
grades.xls.76,No,No,17,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
hcp4.xls,No,No,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
inventory.xls.27,No,No,17,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
prjectin.xls,No,No,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
ProgramInventory600.xls,No,Yes,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
recpfm.xls,No,No,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
grades.xls.80,No,No,18,0,0,0,0,12,6,0,12,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,different
BreastTest1.xls,No,No,18,0,0,3,1,0,14,0,0,41,0,0,0,0,1,0,40,41,40,0,1,0,0,0,0,0,0,0,20,0,No,different
DatabaseFormrev2.xls,No,No,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
devEffortForm.xls.2,No,No,18,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
InventoryVerificationfrm.xls,No,No,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
OpticsDB.xls,No,No,18,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
software_inventory_analysis.xls,No,No,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
realorfake.xls,No,No,19,0,0,3,1,0,15,0,0,41,0,0,0,0,1,0,40,41,40,0,1,0,0,0,0,0,0,0,20,0,No,different
inventory.xls.23,No,No,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
STUDENT%20GRADES.xls.1,No,No,19,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
HW06.xls,No,No,20,0,0,0,1,3,16,0,3,2503,0,0,0,2005,498,0,0,2501,2000,0,0,0,0,0,0,0,0,0,0,0,No,different
Workbook7,No,No,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
chen-insertSortTimes.xls,Yes,No,21,0,0,0,10,11,0,0,21,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,different
sample_inventory_sheet.xls,No,No,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Financial%20Summary.xls,No,No,22,0,0,0,0,0,22,0,0,8,0,0,0,0,8,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,No,different
excel_chart.xls,No,No,22,0,0,0,9,1,12,0,10,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,No,different
chen-lcsTimes.xls,Yes,No,22,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
progress_plan.xls,No,No,22,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
records_inventory.xls,No,No,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Workbook10,No,No,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No,different
chen-quickSortTimes.xls,Yes,No,23,0,0,0,11,12,0,0,23,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,different
gpa_tool.xls,No,No,23,0,0,0,0,0,23,0,0,8,1,0,0,0,7,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,No,different
residual.xls,No,No,23,0,0,0,0,0,23,0,0,15,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Inventory_Form_KYAE-I#A7C2B.xls,No,No,23,0,0,0,0,0,23,0,0,18,0,0,0,0,18,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,No,different
form-inventory.xls,No,No,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
financial-finland_en.xls,No,No,24,0,0,0,0,0,24,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Part_4.xls,No,No,24,0,0,3,0,0,21,0,0,6,0,0,0,0,6,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,No,different
ELECLAB3.reichwja.xl97.xls,Yes,Yes,24,0,0,0,10,10,4,0,20,20,0,0,0,20,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,No,different
LLM_template.xls,No,No,24,0,0,0,0,2,22,0,2,28,0,0,0,0,28,0,0,28,26,0,0,0,0,0,0,0,0,0,0,0,No,different
Homework%205.xls.3,Yes,No,24,0,0,0,3,11,10,0,14,55,0,0,0,52,3,0,0,55,22,0,0,0,0,0,0,0,0,0,0,0,No,different
Homework%205.xls.4,No,No,24,0,0,1,0,7,16,0,2,94,0,0,33,28,33,0,0,94,76,0,0,0,0,0,0,0,0,0,0,0,No,different
FinSystem.xls,No,Yes,24,0,0,0,1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
ReceiptLog.xls,No,No,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
weekly.xls,No,No,24,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
9FtcWw20031118100319.xls,No,No,25,0,0,3,8,2,12,0,8,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,No,different
3GPP_3GPP2_Harm2_doc_list.xls,No,No,25,0,0,0,0,0,25,0,18,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,No,different
DAEL-INV1%20Inventory#A7C2A.xls,No,No,25,0,0,0,0,0,25,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Spreadsheet%20solutio#A8E83.xls,No,No,25,0,0,0,8,4,13,0,12,40,0,0,0,21,19,0,0,40,16,0,0,0,0,0,0,0,0,0,0,0,No,different
content_inventory_and#A8553.xls,No,No,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
fig01-13.xls,No,No,25,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
LINFO.xls,No,No,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
pt2-PS-UDFS-PP-Abbr-1#A9343.xls,No,No,25,0,0,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,No,different
schedule.xls.3,No,No,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Support%20Material%20Form.xls,No,No,25,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
XWK_Database.xls,No,No,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
GradeCalculator.xls,No,No,26,0,0,0,0,7,19,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,No,different
sample-grades-if.xls,No,No,26,0,0,0,0,19,7,0,19,2,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,No,different
HW01.D.xls,Yes,No,26,0,0,0,13,1,12,0,14,78,0,0,0,75,3,0,0,78,52,0,0,0,0,0,0,0,0,0,0,0,No,different
Contact%20transcript%#A8A61.xls,No,Yes,26,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
courseSchedule.xls,No,No,26,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
departmental_sales_e.xls,No,No,26,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Grades-2002-Summer-AN#A88BC.xls,No,No,26,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
TECH382HomeworkEval.xls,No,No,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Workbook1,No,No,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No,different
EIRSpreadsheet.xls,No,No,27,0,0,0,0,1,26,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,different
yrend7a.xls,No,No,27,0,0,0,0,0,27,0,0,3,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,No,different
Homework%205.xls.6,No,No,27,0,0,0,0,16,11,0,16,9,0,0,0,0,9,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,Yes,different
cs515_runtimeData.rei#3594F.xls,No,No,27,0,0,0,1,19,7,0,11,18,0,0,0,8,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,No,different
e2t2-TAP-inventory.xls,No,No,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
finstate.xls.1,No,No,27,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
schedule.xls.4,No,No,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
022timeline4dev.xls,No,No,28,0,0,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
99execgrades.xls,No,No,28,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
initial%20spreadsheet.xls,No,No,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Lab2Assignment.xls,No,No,28,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
table1_template.xls,No,No,28,0,0,0,10,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
YS-ExcelElectronicReg#A8A1D.xls,No,No,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
excelhw.xls,No,No,29,0,0,0,2,8,19,0,10,3,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,No,different
wildlife_payment_form.xls,No,Yes,29,0,0,0,0,2,27,0,2,5,0,0,0,0,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,No,different
sample_career_database.xls,No,No,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
inventory-identificat#A8C11.xls,No,No,30,0,0,0,0,0,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
sail.xls,No,No,30,0,0,0,0,23,7,0,12,41,0,0,0,0,11,30,0,41,26,0,0,0,0,0,0,0,0,0,33,0,No,different
Excel%20Yearly%20%20report.xls,No,No,30,0,0,0,0,0,30,0,0,143,0,0,0,0,143,0,0,143,130,0,0,0,0,0,0,0,0,0,0,0,No,different
026timeline4dev.xls,No,No,30,0,0,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
AMQueries.xls,No,No,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
file5.xls,No,No,30,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
waste95.xls,No,No,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
3234-1-R.xls.1,No,No,31,0,0,0,0,16,15,0,0,52,0,0,0,0,52,0,0,20,49,0,0,0,0,0,0,0,0,0,0,0,No,different
Full_book_Financial_a#A7C1F.xls,No,No,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
HomeworkRecordkeeping.xls,No,No,31,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
HW11.15.xls,No,No,31,0,0,0,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Inventory_Form.xls.1,No,No,31,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
off%20campus%20equipment.xls,No,No,31,0,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
OrgChargSept2003_2.xls,No,No,31,0,0,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Student%20Grades.xls,Yes,No,31,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
T2list_of_useful_references.xls,No,No,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
GPwebGradeCalc.xls,No,No,32,0,0,0,0,0,32,0,22,4,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,No,different
Evns4-5.xls,No,No,32,0,0,0,1,13,18,0,14,12,0,0,0,6,6,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,No,different
step3.xls,No,No,32,0,0,0,0,0,32,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Grade%20Report.xls,No,No,32,0,0,0,0,8,24,0,8,134,0,0,0,4,92,38,0,134,91,0,0,0,0,0,0,0,0,0,38,0,No,different
curriculum_inventory.xls,No,No,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Direct_Deposit_auth.xls,No,No,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,No,different
hwplan.xls,No,No,32,0,0,0,21,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
IT%20Argentinaresumido2.xls,No,No,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,different
sched.xls,No,No,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
calcgrade.xls,No,No,33,0,0,0,0,13,20,0,20,16,0,0,0,0,8,8,0,16,8,0,0,0,8,0,0,0,0,0,0,0,No,different
HWpractice.xls,No,No,33,0,0,0,0,21,12,0,0,42,0,0,0,20,18,4,0,0,0,0,0,0,0,0,0,0,0,0,36,0,No,different
Department%20Inventor#A89ED.xls,No,No,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
finstate.xls,No,No,33,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
inventory-transfer.xls,No,No,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
schedule.xls.5,No,No,33,0,0,10,1,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Financial%20Status%20#A7FF8.xls,No,No,34,0,0,0,0,0,34,0,2,9,0,0,0,0,9,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,No,different
Campus%20allocations.xls,No,No,34,0,0,1,8,8,17,0,16,11,0,0,0,10,1,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,No,different
bus_inc.xls,No,No,34,0,0,0,0,0,34,0,0,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
kinetics_model.xls.9,No,No,34,0,0,0,1,14,19,0,15,55,0,0,0,50,5,0,0,55,22,0,0,0,0,0,0,0,0,0,0,0,No,different
chemicals-inventory11.xls,No,No,34,0,0,2,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
EDA_2dSoftware_2dGuid#A818E.xls,No,No,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No,different
FRTABLE13.xls,No,No,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
StudentFinancialAid_Summary.xls,No,No,34,0,0,1,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
supplies03.xls,No,No,35,0,0,1,0,15,19,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,different
budgetone.xls,No,No,35,0,0,0,0,12,23,0,12,69,0,0,0,18,51,0,0,61,56,0,0,0,0,0,0,0,0,0,4,0,No,different
GradeBook%25Template.xls,No,No,35,0,0,0,9,1,25,0,21,131,0,0,0,0,0,2,129,131,59,0,0,0,43,0,0,0,0,0,131,0,No,different
grantauth.xls.1,No,No,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Homework%202.xls.3,No,No,35,0,0,0,3,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Typical%20Teaching%20#A7F5F.xls,No,No,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Vacancies25February04.XLS,No,No,35,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
excel_example.xls,No,No,36,0,0,0,7,8,21,0,27,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,No,different
IntrotoAnalysis.xls,No,No,36,0,0,0,5,2,29,0,4,11,0,0,0,10,1,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,No,different
"0,2461,FI2745%255FSI5#A7B7B.xls",No,No,36,0,0,0,2,13,21,0,0,17,0,0,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,Yes,different
Inventory-ChangeForm.xls,No,No,36,0,0,0,0,0,36,0,0,27,0,0,0,0,27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,No,different
WasteCalendarCalculator.xls,No,Yes,36,0,0,0,0,1,35,0,0,843,0,0,0,0,843,0,0,843,640,0,0,0,0,0,0,0,0,0,201,0,No,different
"Des,Mfg,HWCashFlowDia.xls",No,No,36,0,0,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
DOCNA.xls,No,No,36,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
Grades%20History%2019#A8979.xls,No,No,36,0,0,3,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,different
